178	1110.83	740.5533333
179	1110.33	740.22
180	1110.11	740.0733333
181	1100.44	733.6266667
182	1100.12	733.4133333
183	1090.81	727.2066667
184	1090.68	727.12
185	1090.81	727.2066667
186	1090.85	727.2333333
187	1100.59	733.7266667
188	1100.91	733.94
189	1100.04	733.36
190	1110.04	740.0266667
191	1110.88	740.5866667
192	1110.31	740.2066667
193	1110.25	740.1666667
194	1110.62	740.4133333
195	1100.69	733.7933333
196	1110.58	740.3866667
197	1100.72	733.8133333
198	1090.83	727.22
199	1080.98	720.6533333
200	1080.46	720.3066667
201	1080.15	720.1
202	1080.56	720.3733333
203	1090.5	727
204	1080.74	720.4933333
205	1080.7	720.4666667
206	1080.43	720.2866667
207	1080.54	720.36
208	1070.96	713.9733333
209	1070.81	713.8733333
210	1080.21	720.14
211	1070.53	713.6866667
212	1060.94	707.2933333
213	1070.69	713.7933333
214	1060.74	707.16
215	1060.5	707
216	1050.58	700.3866667
217	1060.42	706.9466667
218	1050.64	700.4266667
219	1050.55	700.3666667
220	1050.52	700.3466667
221	1040.81	693.8733333
222	1040.77	693.8466667
223	1040.85	693.9
224	1040.55	693.7
225	1030.58	687.0533333
226	1040.19	693.46
227	1050.18	700.12
228	1050.33	700.22
229	1040.86	693.9066667
